GloOfs,RelOfs,LocOfs,Next,Data,GotoX,GotoY,GotoZ,State,State_S
100912,68138,3784,0,0,0,0,0,0,CS_NONE
100920,68146,3792,0,0,0,0,0,0,CS_NONE
100928,68154,3800,0,0,0,0,0,0,CS_NONE
100936,68162,3808,0,0,0,0,0,0,CS_NONE
100944,68170,3816,0,0,0,0,0,0,CS_NONE
100952,68178,3824,0,0,0,0,0,0,CS_NONE
100960,68186,3832,0,0,0,0,0,0,CS_NONE
100968,68194,3840,0,0,0,0,0,0,CS_NONE
100976,68202,3848,0,0,0,0,0,0,CS_NONE
100984,68210,3856,0,0,0,0,0,0,CS_NONE
100992,68218,3864,0,0,0,0,0,0,CS_NONE
101000,68226,3872,0,0,0,0,0,0,CS_NONE
101008,68234,3880,0,0,0,0,0,0,CS_NONE
101016,68242,3888,0,0,0,0,0,0,CS_NONE
101024,68250,3896,0,0,0,0,0,0,CS_NONE
101032,68258,3904,0,0,0,0,0,0,CS_NONE
101040,68266,3912,0,0,0,0,0,0,CS_NONE
101048,68274,3920,0,0,0,0,0,0,CS_NONE
101056,68282,3928,0,0,0,0,0,0,CS_NONE
101064,68290,3936,0,0,0,0,0,0,CS_NONE
101072,68298,3944,0,0,0,0,0,0,CS_NONE
101080,68306,3952,0,0,0,0,0,0,CS_NONE
101088,68314,3960,0,0,0,0,0,0,CS_NONE
101096,68322,3968,0,0,0,0,0,0,CS_NONE
101104,68330,3976,0,0,0,0,0,0,CS_NONE
101112,68338,3984,0,0,0,0,0,0,CS_NONE
101120,68346,3992,0,0,0,0,0,0,CS_NONE
101128,68354,4000,0,0,0,0,0,0,CS_NONE
101136,68362,4008,0,0,0,0,0,0,CS_NONE
101144,68370,4016,0,0,0,0,0,0,CS_NONE
101152,68378,4024,0,0,0,0,0,0,CS_NONE
101160,68386,4032,0,0,0,0,0,0,CS_NONE
101168,68394,4040,0,0,0,0,0,0,CS_NONE
101176,68402,4048,0,0,0,0,0,0,CS_NONE
101184,68410,4056,0,0,0,0,0,0,CS_NONE
101192,68418,4064,0,0,0,0,0,0,CS_NONE
101200,68426,4072,0,0,0,0,0,0,CS_NONE
101208,68434,4080,0,0,0,0,0,0,CS_NONE
101216,68442,4088,0,0,0,0,0,0,CS_NONE
101224,68450,4096,0,0,0,0,0,0,CS_NONE
101232,68458,4104,0,0,0,0,0,0,CS_NONE
101240,68466,4112,0,0,0,0,0,0,CS_NONE
101248,68474,4120,0,0,0,0,0,0,CS_NONE
101256,68482,4128,0,0,0,0,0,0,CS_NONE
101264,68490,4136,0,0,0,0,0,0,CS_NONE
101272,68498,4144,0,0,0,0,0,0,CS_NONE
101280,68506,4152,0,0,0,0,0,0,CS_NONE
101288,68514,4160,0,0,0,0,0,0,CS_NONE
101296,68522,4168,0,0,0,0,0,0,CS_NONE
101304,68530,4176,0,0,0,0,0,0,CS_NONE
101312,68538,4184,0,0,0,0,0,0,CS_NONE
101320,68546,4192,0,0,0,0,0,0,CS_NONE
101328,68554,4200,0,0,0,0,0,0,CS_NONE
101336,68562,4208,0,0,0,0,0,0,CS_NONE
101344,68570,4216,0,0,0,0,0,0,CS_NONE
101352,68578,4224,0,0,0,0,0,0,CS_NONE
101360,68586,4232,0,0,0,0,0,0,CS_NONE
101368,68594,4240,0,0,0,0,0,0,CS_NONE
101376,68602,4248,0,0,0,0,0,0,CS_NONE
101384,68610,4256,0,0,0,0,0,0,CS_NONE
101392,68618,4264,0,0,0,0,0,0,CS_NONE
101400,68626,4272,0,0,0,0,0,0,CS_NONE
101408,68634,4280,0,0,0,0,0,0,CS_NONE
101416,68642,4288,0,0,0,0,0,0,CS_NONE
101424,68650,4296,0,0,0,0,0,0,CS_NONE
101432,68658,4304,0,0,0,0,0,0,CS_NONE
101440,68666,4312,0,0,0,0,0,0,CS_NONE
101448,68674,4320,0,0,0,0,0,0,CS_NONE
101456,68682,4328,0,0,0,0,0,0,CS_NONE
101464,68690,4336,0,0,0,0,0,0,CS_NONE
101472,68698,4344,0,0,0,0,0,0,CS_NONE
101480,68706,4352,0,0,0,0,0,0,CS_NONE
101488,68714,4360,0,0,0,0,0,0,CS_NONE
101496,68722,4368,0,0,0,0,0,0,CS_NONE
101504,68730,4376,0,0,0,0,0,0,CS_NONE
101512,68738,4384,0,0,0,0,0,0,CS_NONE
101520,68746,4392,0,0,0,0,0,0,CS_NONE
101528,68754,4400,0,0,0,0,0,0,CS_NONE
101536,68762,4408,0,0,0,0,0,0,CS_NONE
101544,68770,4416,0,0,0,0,0,0,CS_NONE
101552,68778,4424,0,0,0,0,0,0,CS_NONE
101560,68786,4432,0,0,0,0,0,0,CS_NONE
101568,68794,4440,0,0,0,0,0,0,CS_NONE
101576,68802,4448,0,0,0,0,0,0,CS_NONE
101584,68810,4456,0,0,0,0,0,0,CS_NONE
101592,68818,4464,0,0,0,0,0,0,CS_NONE
101600,68826,4472,0,0,0,0,0,0,CS_NONE
101608,68834,4480,0,0,0,0,0,0,CS_NONE
101616,68842,4488,0,0,0,0,0,0,CS_NONE
101624,68850,4496,0,0,0,0,0,0,CS_NONE
101632,68858,4504,0,0,0,0,0,0,CS_NONE
101640,68866,4512,0,0,0,0,0,0,CS_NONE
101648,68874,4520,0,0,0,0,0,0,CS_NONE
101656,68882,4528,0,0,0,0,0,0,CS_NONE
101664,68890,4536,0,0,0,0,0,0,CS_NONE
101672,68898,4544,0,0,0,0,0,0,CS_NONE
101680,68906,4552,0,0,0,0,0,0,CS_NONE
101688,68914,4560,0,0,0,0,0,0,CS_NONE
101696,68922,4568,0,0,0,0,0,0,CS_NONE
101704,68930,4576,0,0,0,0,0,0,CS_NONE
101712,68938,4584,0,0,0,0,0,0,CS_NONE
101720,68946,4592,0,0,0,0,0,0,CS_NONE
101728,68954,4600,0,0,0,0,0,0,CS_NONE
101736,68962,4608,0,0,0,0,0,0,CS_NONE
101744,68970,4616,0,0,0,0,0,0,CS_NONE
101752,68978,4624,0,0,0,0,0,0,CS_NONE
101760,68986,4632,0,0,0,0,0,0,CS_NONE
101768,68994,4640,0,0,0,0,0,0,CS_NONE
101776,69002,4648,0,0,0,0,0,0,CS_NONE
101784,69010,4656,0,0,0,0,0,0,CS_NONE
101792,69018,4664,0,0,0,0,0,0,CS_NONE
101800,69026,4672,0,0,0,0,0,0,CS_NONE
101808,69034,4680,0,0,0,0,0,0,CS_NONE
101816,69042,4688,0,0,0,0,0,0,CS_NONE
101824,69050,4696,0,0,0,0,0,0,CS_NONE
101832,69058,4704,0,0,0,0,0,0,CS_NONE
101840,69066,4712,0,0,0,0,0,0,CS_NONE
101848,69074,4720,0,0,0,0,0,0,CS_NONE
101856,69082,4728,0,0,0,0,0,0,CS_NONE
101864,69090,4736,0,0,0,0,0,0,CS_NONE
101872,69098,4744,0,0,0,0,0,0,CS_NONE
101880,69106,4752,0,0,0,0,0,0,CS_NONE
101888,69114,4760,0,0,0,0,0,0,CS_NONE
101896,69122,4768,0,0,0,0,0,0,CS_NONE
101904,69130,4776,0,0,0,0,0,0,CS_NONE
101912,69138,4784,0,0,0,0,0,0,CS_NONE
101920,69146,4792,0,0,0,0,0,0,CS_NONE
101928,69154,4800,0,0,0,0,0,0,CS_NONE
101936,69162,4808,0,0,0,0,0,0,CS_NONE
101944,69170,4816,0,0,0,0,0,0,CS_NONE
101952,69178,4824,0,0,0,0,0,0,CS_NONE
101960,69186,4832,0,0,0,0,0,0,CS_NONE
101968,69194,4840,0,0,0,0,0,0,CS_NONE
101976,69202,4848,0,0,0,0,0,0,CS_NONE
101984,69210,4856,0,0,0,0,0,0,CS_NONE
101992,69218,4864,0,0,0,0,0,0,CS_NONE
102000,69226,4872,0,0,0,0,0,0,CS_NONE
102008,69234,4880,0,0,0,0,0,0,CS_NONE
102016,69242,4888,0,0,0,0,0,0,CS_NONE
102024,69250,4896,0,0,0,0,0,0,CS_NONE
102032,69258,4904,0,0,0,0,0,0,CS_NONE
102040,69266,4912,0,0,0,0,0,0,CS_NONE
102048,69274,4920,0,0,0,0,0,0,CS_NONE
102056,69282,4928,0,0,0,0,0,0,CS_NONE
102064,69290,4936,0,0,0,0,0,0,CS_NONE
102072,69298,4944,0,0,0,0,0,0,CS_NONE
102080,69306,4952,0,0,0,0,0,0,CS_NONE
102088,69314,4960,0,0,0,0,0,0,CS_NONE
102096,69322,4968,0,0,0,0,0,0,CS_NONE
102104,69330,4976,0,0,0,0,0,0,CS_NONE
102112,69338,4984,0,0,0,0,0,0,CS_NONE
102120,69346,4992,0,0,0,0,0,0,CS_NONE
102128,69354,5000,0,0,0,0,0,0,CS_NONE
102136,69362,5008,0,0,0,0,0,0,CS_NONE
102144,69370,5016,0,0,0,0,0,0,CS_NONE
102152,69378,5024,0,0,0,0,0,0,CS_NONE
102160,69386,5032,0,0,0,0,0,0,CS_NONE
102168,69394,5040,0,0,0,0,0,0,CS_NONE
102176,69402,5048,0,0,0,0,0,0,CS_NONE
102184,69410,5056,0,0,0,0,0,0,CS_NONE
102192,69418,5064,0,0,0,0,0,0,CS_NONE
102200,69426,5072,0,0,0,0,0,0,CS_NONE
102208,69434,5080,0,0,0,0,0,0,CS_NONE
102216,69442,5088,0,0,0,0,0,0,CS_NONE
102224,69450,5096,0,0,0,0,0,0,CS_NONE
102232,69458,5104,0,0,0,0,0,0,CS_NONE
102240,69466,5112,0,0,0,0,0,0,CS_NONE
102248,69474,5120,0,0,0,0,0,0,CS_NONE
102256,69482,5128,0,0,0,0,0,0,CS_NONE
102264,69490,5136,0,0,0,0,0,0,CS_NONE
102272,69498,5144,0,0,0,0,0,0,CS_NONE
102280,69506,5152,0,0,0,0,0,0,CS_NONE
102288,69514,5160,0,0,0,0,0,0,CS_NONE
102296,69522,5168,0,0,0,0,0,0,CS_NONE
102304,69530,5176,0,0,0,0,0,0,CS_NONE
102312,69538,5184,0,0,0,0,0,0,CS_NONE
102320,69546,5192,0,0,0,0,0,0,CS_NONE
102328,69554,5200,0,0,0,0,0,0,CS_NONE
102336,69562,5208,0,0,0,0,0,0,CS_NONE
102344,69570,5216,0,0,0,0,0,0,CS_NONE
102352,69578,5224,0,0,0,0,0,0,CS_NONE
102360,69586,5232,0,0,0,0,0,0,CS_NONE
102368,69594,5240,0,0,0,0,0,0,CS_NONE
102376,69602,5248,0,0,0,0,0,0,CS_NONE
102384,69610,5256,0,0,0,0,0,0,CS_NONE
102392,69618,5264,0,0,0,0,0,0,CS_NONE
102400,69626,5272,0,0,0,0,0,0,CS_NONE
102408,69634,5280,0,0,0,0,0,0,CS_NONE
102416,69642,5288,0,0,0,0,0,0,CS_NONE
102424,69650,5296,0,0,0,0,0,0,CS_NONE
102432,69658,5304,0,0,0,0,0,0,CS_NONE
102440,69666,5312,0,0,0,0,0,0,CS_NONE
102448,69674,5320,0,0,0,0,0,0,CS_NONE
102456,69682,5328,0,0,0,0,0,0,CS_NONE
102464,69690,5336,0,0,0,0,0,0,CS_NONE
102472,69698,5344,0,0,0,0,0,0,CS_NONE
102480,69706,5352,0,0,0,0,0,0,CS_NONE
102488,69714,5360,0,0,0,0,0,0,CS_NONE
102496,69722,5368,0,0,0,0,0,0,CS_NONE
102504,69730,5376,0,0,0,0,0,0,CS_NONE
102512,69738,5384,0,0,0,0,0,0,CS_NONE
102520,69746,5392,0,0,0,0,0,0,CS_NONE
102528,69754,5400,0,0,0,0,0,0,CS_NONE
102536,69762,5408,0,0,0,0,0,0,CS_NONE
102544,69770,5416,0,0,0,0,0,0,CS_NONE
102552,69778,5424,0,0,0,0,0,0,CS_NONE
102560,69786,5432,0,0,0,0,0,0,CS_NONE
102568,69794,5440,0,0,0,0,0,0,CS_NONE
102576,69802,5448,0,0,0,0,0,0,CS_NONE
102584,69810,5456,0,0,0,0,0,0,CS_NONE
102592,69818,5464,0,0,0,0,0,0,CS_NONE
102600,69826,5472,0,0,0,0,0,0,CS_NONE
102608,69834,5480,0,0,0,0,0,0,CS_NONE
102616,69842,5488,0,0,0,0,0,0,CS_NONE
102624,69850,5496,0,0,0,0,0,0,CS_NONE
102632,69858,5504,0,0,0,0,0,0,CS_NONE
102640,69866,5512,0,0,0,0,0,0,CS_NONE
102648,69874,5520,0,0,0,0,0,0,CS_NONE
102656,69882,5528,0,0,0,0,0,0,CS_NONE
102664,69890,5536,0,0,0,0,0,0,CS_NONE
102672,69898,5544,0,0,0,0,0,0,CS_NONE
102680,69906,5552,0,0,0,0,0,0,CS_NONE
102688,69914,5560,0,0,0,0,0,0,CS_NONE
102696,69922,5568,0,0,0,0,0,0,CS_NONE
102704,69930,5576,0,0,0,0,0,0,CS_NONE
102712,69938,5584,0,0,0,0,0,0,CS_NONE
102720,69946,5592,0,0,0,0,0,0,CS_NONE
102728,69954,5600,0,0,0,0,0,0,CS_NONE
102736,69962,5608,0,0,0,0,0,0,CS_NONE
102744,69970,5616,0,0,0,0,0,0,CS_NONE
102752,69978,5624,0,0,0,0,0,0,CS_NONE
102760,69986,5632,0,0,0,0,0,0,CS_NONE
102768,69994,5640,0,0,0,0,0,0,CS_NONE
102776,70002,5648,0,0,0,0,0,0,CS_NONE
102784,70010,5656,0,0,0,0,0,0,CS_NONE
102792,70018,5664,0,0,0,0,0,0,CS_NONE
102800,70026,5672,0,0,0,0,0,0,CS_NONE
102808,70034,5680,0,0,0,0,0,0,CS_NONE
102816,70042,5688,0,0,0,0,0,0,CS_NONE
102824,70050,5696,0,0,0,0,0,0,CS_NONE
102832,70058,5704,0,0,0,0,0,0,CS_NONE
102840,70066,5712,0,0,0,0,0,0,CS_NONE
102848,70074,5720,0,0,0,0,0,0,CS_NONE
102856,70082,5728,0,0,0,0,0,0,CS_NONE
102864,70090,5736,0,0,0,0,0,0,CS_NONE
102872,70098,5744,0,0,0,0,0,0,CS_NONE
102880,70106,5752,0,0,0,0,0,0,CS_NONE
102888,70114,5760,0,0,0,0,0,0,CS_NONE
102896,70122,5768,0,0,0,0,0,0,CS_NONE
102904,70130,5776,0,0,0,0,0,0,CS_NONE
102912,70138,5784,0,0,0,0,0,0,CS_NONE
102920,70146,5792,0,0,0,0,0,0,CS_NONE
102928,70154,5800,0,0,0,0,0,0,CS_NONE
102936,70162,5808,0,0,0,0,0,0,CS_NONE
102944,70170,5816,0,0,0,0,0,0,CS_NONE
102952,70178,5824,0,0,0,0,0,0,CS_NONE
102960,70186,5832,0,0,0,0,0,0,CS_NONE
102968,70194,5840,0,0,0,0,0,0,CS_NONE
102976,70202,5848,0,0,0,0,0,0,CS_NONE
102984,70210,5856,0,0,0,0,0,0,CS_NONE
102992,70218,5864,0,0,0,0,0,0,CS_NONE
103000,70226,5872,0,0,0,0,0,0,CS_NONE
103008,70234,5880,0,0,0,0,0,0,CS_NONE
103016,70242,5888,0,0,0,0,0,0,CS_NONE
103024,70250,5896,0,0,0,0,0,0,CS_NONE
103032,70258,5904,0,0,0,0,0,0,CS_NONE
103040,70266,5912,0,0,0,0,0,0,CS_NONE
103048,70274,5920,0,0,0,0,0,0,CS_NONE
103056,70282,5928,0,0,0,0,0,0,CS_NONE
103064,70290,5936,0,0,0,0,0,0,CS_NONE
103072,70298,5944,0,0,0,0,0,0,CS_NONE
103080,70306,5952,0,0,0,0,0,0,CS_NONE
103088,70314,5960,0,0,0,0,0,0,CS_NONE
103096,70322,5968,0,0,0,0,0,0,CS_NONE
103104,70330,5976,0,0,0,0,0,0,CS_NONE
103112,70338,5984,0,0,0,0,0,0,CS_NONE
103120,70346,5992,0,0,0,0,0,0,CS_NONE
103128,70354,6000,0,0,0,0,0,0,CS_NONE
103136,70362,6008,0,0,0,0,0,0,CS_NONE
103144,70370,6016,0,0,0,0,0,0,CS_NONE
103152,70378,6024,0,0,0,0,0,0,CS_NONE
103160,70386,6032,0,0,0,0,0,0,CS_NONE
103168,70394,6040,0,0,0,0,0,0,CS_NONE
103176,70402,6048,0,0,0,0,0,0,CS_NONE
103184,70410,6056,0,0,0,0,0,0,CS_NONE
103192,70418,6064,0,0,0,0,0,0,CS_NONE
103200,70426,6072,0,0,0,0,0,0,CS_NONE
103208,70434,6080,0,0,0,0,0,0,CS_NONE
103216,70442,6088,0,0,0,0,0,0,CS_NONE
103224,70450,6096,0,0,0,0,0,0,CS_NONE
103232,70458,6104,0,0,0,0,0,0,CS_NONE
103240,70466,6112,0,0,0,0,0,0,CS_NONE
103248,70474,6120,0,0,0,0,0,0,CS_NONE
103256,70482,6128,0,0,0,0,0,0,CS_NONE
103264,70490,6136,0,0,0,0,0,0,CS_NONE
103272,70498,6144,0,0,0,0,0,0,CS_NONE
103280,70506,6152,0,0,0,0,0,0,CS_NONE
103288,70514,6160,0,0,0,0,0,0,CS_NONE
103296,70522,6168,0,0,0,0,0,0,CS_NONE
103304,70530,6176,0,0,0,0,0,0,CS_NONE
103312,70538,6184,0,0,0,0,0,0,CS_NONE
103320,70546,6192,0,0,0,0,0,0,CS_NONE
103328,70554,6200,0,0,0,0,0,0,CS_NONE
103336,70562,6208,0,0,0,0,0,0,CS_NONE
103344,70570,6216,0,0,0,0,0,0,CS_NONE
103352,70578,6224,0,0,0,0,0,0,CS_NONE
103360,70586,6232,0,0,0,0,0,0,CS_NONE
103368,70594,6240,0,0,0,0,0,0,CS_NONE
103376,70602,6248,0,0,0,0,0,0,CS_NONE
103384,70610,6256,0,0,0,0,0,0,CS_NONE
103392,70618,6264,0,0,0,0,0,0,CS_NONE
103400,70626,6272,0,0,0,0,0,0,CS_NONE
103408,70634,6280,0,0,0,0,0,0,CS_NONE
103416,70642,6288,0,0,0,0,0,0,CS_NONE
103424,70650,6296,0,0,0,0,0,0,CS_NONE
103432,70658,6304,0,0,0,0,0,0,CS_NONE
103440,70666,6312,0,0,0,0,0,0,CS_NONE
103448,70674,6320,0,0,0,0,0,0,CS_NONE
103456,70682,6328,0,0,0,0,0,0,CS_NONE
103464,70690,6336,0,0,0,0,0,0,CS_NONE
103472,70698,6344,0,0,0,0,0,0,CS_NONE
103480,70706,6352,0,0,0,0,0,0,CS_NONE
103488,70714,6360,0,0,0,0,0,0,CS_NONE
103496,70722,6368,0,0,0,0,0,0,CS_NONE
103504,70730,6376,0,0,0,0,0,0,CS_NONE
103512,70738,6384,0,0,0,0,0,0,CS_NONE
103520,70746,6392,0,0,0,0,0,0,CS_NONE
103528,70754,6400,0,0,0,0,0,0,CS_NONE
103536,70762,6408,0,0,0,0,0,0,CS_NONE
103544,70770,6416,0,0,0,0,0,0,CS_NONE
103552,70778,6424,0,0,0,0,0,0,CS_NONE
103560,70786,6432,0,0,0,0,0,0,CS_NONE
103568,70794,6440,0,0,0,0,0,0,CS_NONE
103576,70802,6448,0,0,0,0,0,0,CS_NONE
103584,70810,6456,0,0,0,0,0,0,CS_NONE
103592,70818,6464,0,0,0,0,0,0,CS_NONE
103600,70826,6472,0,0,0,0,0,0,CS_NONE
103608,70834,6480,0,0,0,0,0,0,CS_NONE
103616,70842,6488,0,0,0,0,0,0,CS_NONE
103624,70850,6496,0,0,0,0,0,0,CS_NONE
103632,70858,6504,0,0,0,0,0,0,CS_NONE
103640,70866,6512,0,0,0,0,0,0,CS_NONE
103648,70874,6520,0,0,0,0,0,0,CS_NONE
103656,70882,6528,0,0,0,0,0,0,CS_NONE
103664,70890,6536,0,0,0,0,0,0,CS_NONE
103672,70898,6544,0,0,0,0,0,0,CS_NONE
103680,70906,6552,0,0,0,0,0,0,CS_NONE
103688,70914,6560,0,0,0,0,0,0,CS_NONE
103696,70922,6568,0,0,0,0,0,0,CS_NONE
103704,70930,6576,0,0,0,0,0,0,CS_NONE
103712,70938,6584,0,0,0,0,0,0,CS_NONE
103720,70946,6592,0,0,0,0,0,0,CS_NONE
103728,70954,6600,0,0,0,0,0,0,CS_NONE
103736,70962,6608,0,0,0,0,0,0,CS_NONE
103744,70970,6616,0,0,0,0,0,0,CS_NONE
103752,70978,6624,0,0,0,0,0,0,CS_NONE
103760,70986,6632,0,0,0,0,0,0,CS_NONE
103768,70994,6640,0,0,0,0,0,0,CS_NONE
103776,71002,6648,0,0,0,0,0,0,CS_NONE
103784,71010,6656,0,0,0,0,0,0,CS_NONE
103792,71018,6664,0,0,0,0,0,0,CS_NONE
103800,71026,6672,0,0,0,0,0,0,CS_NONE
103808,71034,6680,0,0,0,0,0,0,CS_NONE
103816,71042,6688,0,0,0,0,0,0,CS_NONE
103824,71050,6696,0,0,0,0,0,0,CS_NONE
103832,71058,6704,0,0,0,0,0,0,CS_NONE
103840,71066,6712,0,0,0,0,0,0,CS_NONE
103848,71074,6720,0,0,0,0,0,0,CS_NONE
103856,71082,6728,0,0,0,0,0,0,CS_NONE
103864,71090,6736,0,0,0,0,0,0,CS_NONE
103872,71098,6744,0,0,0,0,0,0,CS_NONE
103880,71106,6752,0,0,0,0,0,0,CS_NONE
103888,71114,6760,0,0,0,0,0,0,CS_NONE
103896,71122,6768,0,0,0,0,0,0,CS_NONE
103904,71130,6776,0,0,0,0,0,0,CS_NONE
103912,71138,6784,0,0,0,0,0,0,CS_NONE
103920,71146,6792,0,0,0,0,0,0,CS_NONE
103928,71154,6800,0,0,0,0,0,0,CS_NONE
103936,71162,6808,0,0,0,0,0,0,CS_NONE
103944,71170,6816,0,0,0,0,0,0,CS_NONE
103952,71178,6824,0,0,0,0,0,0,CS_NONE
103960,71186,6832,0,0,0,0,0,0,CS_NONE
103968,71194,6840,0,0,0,0,0,0,CS_NONE
103976,71202,6848,0,0,0,0,0,0,CS_NONE
103984,71210,6856,0,0,0,0,0,0,CS_NONE
103992,71218,6864,0,0,0,0,0,0,CS_NONE
104000,71226,6872,0,0,0,0,0,0,CS_NONE
104008,71234,6880,0,0,0,0,0,0,CS_NONE
104016,71242,6888,0,0,0,0,0,0,CS_NONE
104024,71250,6896,0,0,0,0,0,0,CS_NONE
104032,71258,6904,0,0,0,0,0,0,CS_NONE
104040,71266,6912,0,0,0,0,0,0,CS_NONE
104048,71274,6920,0,0,0,0,0,0,CS_NONE
104056,71282,6928,0,0,0,0,0,0,CS_NONE
104064,71290,6936,0,0,0,0,0,0,CS_NONE
104072,71298,6944,0,0,0,0,0,0,CS_NONE
104080,71306,6952,0,0,0,0,0,0,CS_NONE
104088,71314,6960,0,0,0,0,0,0,CS_NONE
104096,71322,6968,0,0,0,0,0,0,CS_NONE
104104,71330,6976,0,0,0,0,0,0,CS_NONE
104112,71338,6984,0,0,0,0,0,0,CS_NONE
104120,71346,6992,0,0,0,0,0,0,CS_NONE
104128,71354,7000,0,0,0,0,0,0,CS_NONE
104136,71362,7008,0,0,0,0,0,0,CS_NONE
104144,71370,7016,0,0,0,0,0,0,CS_NONE
104152,71378,7024,0,0,0,0,0,0,CS_NONE
104160,71386,7032,0,0,0,0,0,0,CS_NONE
104168,71394,7040,0,0,0,0,0,0,CS_NONE
104176,71402,7048,0,0,0,0,0,0,CS_NONE
104184,71410,7056,0,0,0,0,0,0,CS_NONE
104192,71418,7064,0,0,0,0,0,0,CS_NONE
104200,71426,7072,0,0,0,0,0,0,CS_NONE
104208,71434,7080,0,0,0,0,0,0,CS_NONE
104216,71442,7088,0,0,0,0,0,0,CS_NONE
104224,71450,7096,0,0,0,0,0,0,CS_NONE
104232,71458,7104,0,0,0,0,0,0,CS_NONE
104240,71466,7112,0,0,0,0,0,0,CS_NONE
104248,71474,7120,0,0,0,0,0,0,CS_NONE
104256,71482,7128,0,0,0,0,0,0,CS_NONE
104264,71490,7136,0,0,0,0,0,0,CS_NONE
104272,71498,7144,0,0,0,0,0,0,CS_NONE
104280,71506,7152,0,0,0,0,0,0,CS_NONE
104288,71514,7160,0,0,0,0,0,0,CS_NONE
104296,71522,7168,0,0,0,0,0,0,CS_NONE
104304,71530,7176,0,0,0,0,0,0,CS_NONE
104312,71538,7184,0,0,0,0,0,0,CS_NONE
104320,71546,7192,0,0,0,0,0,0,CS_NONE
104328,71554,7200,0,0,0,0,0,0,CS_NONE
104336,71562,7208,0,0,0,0,0,0,CS_NONE
104344,71570,7216,0,0,0,0,0,0,CS_NONE
104352,71578,7224,0,0,0,0,0,0,CS_NONE
104360,71586,7232,0,0,0,0,0,0,CS_NONE
104368,71594,7240,0,0,0,0,0,0,CS_NONE
104376,71602,7248,0,0,0,0,0,0,CS_NONE
104384,71610,7256,0,0,0,0,0,0,CS_NONE
104392,71618,7264,0,0,0,0,0,0,CS_NONE
104400,71626,7272,0,0,0,0,0,0,CS_NONE
104408,71634,7280,0,0,0,0,0,0,CS_NONE
104416,71642,7288,0,0,0,0,0,0,CS_NONE
104424,71650,7296,0,0,0,0,0,0,CS_NONE
104432,71658,7304,0,0,0,0,0,0,CS_NONE
104440,71666,7312,0,0,0,0,0,0,CS_NONE
104448,71674,7320,0,0,0,0,0,0,CS_NONE
104456,71682,7328,0,0,0,0,0,0,CS_NONE
104464,71690,7336,0,0,0,0,0,0,CS_NONE
104472,71698,7344,0,0,0,0,0,0,CS_NONE
104480,71706,7352,0,0,0,0,0,0,CS_NONE
104488,71714,7360,0,0,0,0,0,0,CS_NONE
104496,71722,7368,0,0,0,0,0,0,CS_NONE
104504,71730,7376,0,0,0,0,0,0,CS_NONE
104512,71738,7384,0,0,0,0,0,0,CS_NONE
104520,71746,7392,0,0,0,0,0,0,CS_NONE
104528,71754,7400,0,0,0,0,0,0,CS_NONE
104536,71762,7408,0,0,0,0,0,0,CS_NONE
104544,71770,7416,0,0,0,0,0,0,CS_NONE
104552,71778,7424,0,0,0,0,0,0,CS_NONE
104560,71786,7432,0,0,0,0,0,0,CS_NONE
104568,71794,7440,0,0,0,0,0,0,CS_NONE
104576,71802,7448,0,0,0,0,0,0,CS_NONE
104584,71810,7456,0,0,0,0,0,0,CS_NONE
104592,71818,7464,0,0,0,0,0,0,CS_NONE
104600,71826,7472,0,0,0,0,0,0,CS_NONE
104608,71834,7480,0,0,0,0,0,0,CS_NONE
104616,71842,7488,0,0,0,0,0,0,CS_NONE
104624,71850,7496,0,0,0,0,0,0,CS_NONE
104632,71858,7504,0,0,0,0,0,0,CS_NONE
104640,71866,7512,0,0,0,0,0,0,CS_NONE
104648,71874,7520,0,0,0,0,0,0,CS_NONE
104656,71882,7528,0,0,0,0,0,0,CS_NONE
104664,71890,7536,0,0,0,0,0,0,CS_NONE
104672,71898,7544,0,0,0,0,0,0,CS_NONE
104680,71906,7552,0,0,0,0,0,0,CS_NONE
104688,71914,7560,0,0,0,0,0,0,CS_NONE
104696,71922,7568,0,0,0,0,0,0,CS_NONE
104704,71930,7576,0,0,0,0,0,0,CS_NONE
104712,71938,7584,0,0,0,0,0,0,CS_NONE
104720,71946,7592,0,0,0,0,0,0,CS_NONE
104728,71954,7600,0,0,0,0,0,0,CS_NONE
104736,71962,7608,0,0,0,0,0,0,CS_NONE
104744,71970,7616,0,0,0,0,0,0,CS_NONE
104752,71978,7624,0,0,0,0,0,0,CS_NONE
104760,71986,7632,0,0,0,0,0,0,CS_NONE
104768,71994,7640,0,0,0,0,0,0,CS_NONE
104776,72002,7648,0,0,0,0,0,0,CS_NONE
104784,72010,7656,0,0,0,0,0,0,CS_NONE
104792,72018,7664,0,0,0,0,0,0,CS_NONE
104800,72026,7672,0,0,0,0,0,0,CS_NONE
104808,72034,7680,0,0,0,0,0,0,CS_NONE
104816,72042,7688,0,0,0,0,0,0,CS_NONE
104824,72050,7696,0,0,0,0,0,0,CS_NONE
104832,72058,7704,0,0,0,0,0,0,CS_NONE
104840,72066,7712,0,0,0,0,0,0,CS_NONE
104848,72074,7720,0,0,0,0,0,0,CS_NONE
104856,72082,7728,0,0,0,0,0,0,CS_NONE
104864,72090,7736,0,0,0,0,0,0,CS_NONE
104872,72098,7744,0,0,0,0,0,0,CS_NONE
104880,72106,7752,0,0,0,0,0,0,CS_NONE
104888,72114,7760,0,0,0,0,0,0,CS_NONE
