Index,GloOfs,RelOfs,LocOfs,Next,Data,DataType,GotoX,GotoY,GotoZ,State,State_S
370,100088,67314,2960,0,0,TT_NONE,0,212,0,0,CS_NONE
371,100096,67322,2968,0,0,TT_NONE,0,212,0,0,CS_NONE
372,100104,67330,2976,0,0,TT_NONE,0,212,0,0,CS_NONE
373,100112,67338,2984,0,0,TT_NONE,0,212,0,0,CS_NONE
374,100120,67346,2992,0,0,TT_NONE,0,212,0,0,CS_NONE
375,100128,67354,3000,0,0,TT_NONE,0,212,0,0,CS_NONE
376,100136,67362,3008,0,0,TT_NONE,0,212,0,0,CS_NONE
377,100144,67370,3016,0,0,TT_NONE,0,212,0,0,CS_NONE
378,100152,67378,3024,0,0,TT_NONE,0,212,0,0,CS_NONE
379,100160,67386,3032,0,0,TT_NONE,0,212,0,0,CS_NONE
380,100168,67394,3040,0,0,TT_NONE,0,212,0,0,CS_NONE
381,100176,67402,3048,0,0,TT_NONE,0,212,0,0,CS_NONE
382,100184,67410,3056,0,0,TT_NONE,0,212,0,0,CS_NONE
383,100192,67418,3064,0,0,TT_NONE,0,212,0,0,CS_NONE
384,100200,67426,3072,0,0,TT_NONE,0,212,0,0,CS_NONE
385,100208,67434,3080,0,0,TT_NONE,0,212,0,0,CS_NONE
386,100216,67442,3088,0,0,TT_NONE,0,212,0,0,CS_NONE
387,100224,67450,3096,0,0,TT_NONE,0,212,0,0,CS_NONE
388,100232,67458,3104,0,0,TT_NONE,0,212,0,0,CS_NONE
389,100240,67466,3112,0,0,TT_NONE,0,212,0,0,CS_NONE
390,100248,67474,3120,0,0,TT_NONE,0,212,0,0,CS_NONE
391,100256,67482,3128,0,0,TT_NONE,0,212,0,0,CS_NONE
392,100264,67490,3136,0,0,TT_NONE,0,212,0,0,CS_NONE
393,100272,67498,3144,0,0,TT_NONE,0,212,0,0,CS_NONE
394,100280,67506,3152,0,0,TT_NONE,0,212,0,0,CS_NONE
395,100288,67514,3160,0,0,TT_NONE,0,212,0,0,CS_NONE
396,100296,67522,3168,0,0,TT_NONE,0,212,0,0,CS_NONE
397,100304,67530,3176,0,0,TT_NONE,0,212,0,0,CS_NONE
398,100312,67538,3184,0,0,TT_NONE,0,212,0,0,CS_NONE
399,100320,67546,3192,0,0,TT_NONE,0,212,0,0,CS_NONE
400,100328,67554,3200,0,0,TT_NONE,0,212,0,0,CS_NONE
401,100336,67562,3208,0,0,TT_NONE,0,212,0,0,CS_NONE
402,100344,67570,3216,0,0,TT_NONE,0,212,0,0,CS_NONE
403,100352,67578,3224,0,0,TT_NONE,0,212,0,0,CS_NONE
404,100360,67586,3232,0,0,TT_NONE,0,212,0,0,CS_NONE
405,100368,67594,3240,0,0,TT_NONE,0,212,0,0,CS_NONE
406,100376,67602,3248,0,0,TT_NONE,0,212,0,0,CS_NONE
407,100384,67610,3256,0,0,TT_NONE,0,212,0,0,CS_NONE
408,100392,67618,3264,0,0,TT_NONE,0,212,0,0,CS_NONE
409,100400,67626,3272,0,0,TT_NONE,0,212,0,0,CS_NONE
410,100408,67634,3280,0,0,TT_NONE,0,212,0,0,CS_NONE
411,100416,67642,3288,0,0,TT_NONE,0,212,0,0,CS_NONE
412,100424,67650,3296,0,0,TT_NONE,0,212,0,0,CS_NONE
413,100432,67658,3304,0,0,TT_NONE,0,212,0,0,CS_NONE
414,100440,67666,3312,0,0,TT_NONE,0,212,0,0,CS_NONE
415,100448,67674,3320,0,0,TT_NONE,0,212,0,0,CS_NONE
416,100456,67682,3328,0,0,TT_NONE,0,212,0,0,CS_NONE
417,100464,67690,3336,0,0,TT_NONE,0,212,0,0,CS_NONE
418,100472,67698,3344,0,0,TT_NONE,0,212,0,0,CS_NONE
419,100480,67706,3352,0,0,TT_NONE,0,212,0,0,CS_NONE
420,100488,67714,3360,0,0,TT_NONE,0,212,0,0,CS_NONE
421,100496,67722,3368,0,0,TT_NONE,0,212,0,0,CS_NONE
422,100504,67730,3376,0,0,TT_NONE,0,212,0,0,CS_NONE
423,100512,67738,3384,0,0,TT_NONE,0,212,0,0,CS_NONE
424,100520,67746,3392,0,0,TT_NONE,0,212,0,0,CS_NONE
425,100528,67754,3400,0,0,TT_NONE,0,212,0,0,CS_NONE
426,100536,67762,3408,0,0,TT_NONE,0,212,0,0,CS_NONE
427,100544,67770,3416,0,0,TT_NONE,0,212,0,0,CS_NONE
428,100552,67778,3424,0,0,TT_NONE,0,212,0,0,CS_NONE
429,100560,67786,3432,0,0,TT_NONE,0,212,0,0,CS_NONE
430,100568,67794,3440,0,0,TT_NONE,0,212,0,0,CS_NONE
431,100576,67802,3448,0,0,TT_NONE,0,212,0,0,CS_NONE
432,100584,67810,3456,0,0,TT_NONE,0,212,0,0,CS_NONE
433,100592,67818,3464,0,0,TT_NONE,0,212,0,0,CS_NONE
434,100600,67826,3472,0,0,TT_NONE,0,212,0,0,CS_NONE
435,100608,67834,3480,0,0,TT_NONE,0,212,0,0,CS_NONE
436,100616,67842,3488,0,0,TT_NONE,0,212,0,0,CS_NONE
437,100624,67850,3496,0,0,TT_NONE,0,212,0,0,CS_NONE
438,100632,67858,3504,0,0,TT_NONE,0,212,0,0,CS_NONE
439,100640,67866,3512,0,0,TT_NONE,0,212,0,0,CS_NONE
440,100648,67874,3520,0,0,TT_NONE,0,212,0,0,CS_NONE
441,100656,67882,3528,0,0,TT_NONE,0,212,0,0,CS_NONE
442,100664,67890,3536,0,0,TT_NONE,0,212,0,0,CS_NONE
443,100672,67898,3544,0,0,TT_NONE,0,212,0,0,CS_NONE
444,100680,67906,3552,0,0,TT_NONE,0,212,0,0,CS_NONE
445,100688,67914,3560,0,0,TT_NONE,0,212,0,0,CS_NONE
446,100696,67922,3568,0,0,TT_NONE,0,212,0,0,CS_NONE
447,100704,67930,3576,0,0,TT_NONE,0,212,0,0,CS_NONE
448,100712,67938,3584,0,0,TT_NONE,0,212,0,0,CS_NONE
449,100720,67946,3592,0,0,TT_NONE,0,212,0,0,CS_NONE
450,100728,67954,3600,0,0,TT_NONE,0,212,0,0,CS_NONE
451,100736,67962,3608,0,0,TT_NONE,0,212,0,0,CS_NONE
452,100744,67970,3616,0,0,TT_NONE,0,212,0,0,CS_NONE
453,100752,67978,3624,0,0,TT_NONE,0,212,0,0,CS_NONE
454,100760,67986,3632,0,0,TT_NONE,0,212,0,0,CS_NONE
455,100768,67994,3640,0,0,TT_NONE,0,212,0,0,CS_NONE
456,100776,68002,3648,0,0,TT_NONE,0,212,0,0,CS_NONE
457,100784,68010,3656,0,0,TT_NONE,0,212,0,0,CS_NONE
458,100792,68018,3664,0,0,TT_NONE,0,212,0,0,CS_NONE
459,100800,68026,3672,0,0,TT_NONE,0,212,0,0,CS_NONE
460,100808,68034,3680,0,0,TT_NONE,0,212,0,0,CS_NONE
461,100816,68042,3688,0,0,TT_NONE,0,212,0,0,CS_NONE
462,100824,68050,3696,0,0,TT_NONE,0,212,0,0,CS_NONE
463,100832,68058,3704,0,0,TT_NONE,0,212,0,0,CS_NONE
464,100840,68066,3712,0,0,TT_NONE,0,212,0,0,CS_NONE
465,100848,68074,3720,0,0,TT_NONE,0,212,0,0,CS_NONE
466,100856,68082,3728,0,0,TT_NONE,0,212,0,0,CS_NONE
467,100864,68090,3736,0,0,TT_NONE,0,212,0,0,CS_NONE
468,100872,68098,3744,0,0,TT_NONE,0,212,0,0,CS_NONE
469,100880,68106,3752,0,0,TT_NONE,0,212,0,0,CS_NONE
470,100888,68114,3760,0,0,TT_NONE,0,212,0,0,CS_NONE
471,100896,68122,3768,0,0,TT_NONE,0,212,0,0,CS_NONE
472,100904,68130,3776,0,0,TT_NONE,0,212,0,0,CS_NONE
473,100912,68138,3784,0,0,TT_NONE,0,212,0,0,CS_NONE
474,100920,68146,3792,0,0,TT_NONE,0,212,0,0,CS_NONE
475,100928,68154,3800,0,0,TT_NONE,0,212,0,0,CS_NONE
476,100936,68162,3808,0,0,TT_NONE,0,212,0,0,CS_NONE
477,100944,68170,3816,0,0,TT_NONE,0,212,0,0,CS_NONE
478,100952,68178,3824,0,0,TT_NONE,0,212,0,0,CS_NONE
479,100960,68186,3832,0,0,TT_NONE,0,212,0,0,CS_NONE
480,100968,68194,3840,0,0,TT_NONE,0,212,0,0,CS_NONE
481,100976,68202,3848,0,0,TT_NONE,0,212,0,0,CS_NONE
482,100984,68210,3856,0,0,TT_NONE,0,212,0,0,CS_NONE
483,100992,68218,3864,0,0,TT_NONE,0,212,0,0,CS_NONE
484,101000,68226,3872,0,0,TT_NONE,0,212,0,0,CS_NONE
485,101008,68234,3880,0,0,TT_NONE,0,212,0,0,CS_NONE
486,101016,68242,3888,0,0,TT_NONE,0,212,0,0,CS_NONE
487,101024,68250,3896,0,0,TT_NONE,0,212,0,0,CS_NONE
488,101032,68258,3904,0,0,TT_NONE,0,212,0,0,CS_NONE
489,101040,68266,3912,0,0,TT_NONE,0,212,0,0,CS_NONE
490,101048,68274,3920,0,0,TT_NONE,0,212,0,0,CS_NONE
491,101056,68282,3928,0,0,TT_NONE,0,212,0,0,CS_NONE
492,101064,68290,3936,0,0,TT_NONE,0,212,0,0,CS_NONE
493,101072,68298,3944,0,0,TT_NONE,0,212,0,0,CS_NONE
494,101080,68306,3952,0,0,TT_NONE,0,212,0,0,CS_NONE
495,101088,68314,3960,0,0,TT_NONE,0,212,0,0,CS_NONE
496,101096,68322,3968,0,0,TT_NONE,0,212,0,0,CS_NONE
497,101104,68330,3976,0,0,TT_NONE,0,212,0,0,CS_NONE
498,101112,68338,3984,0,0,TT_NONE,0,212,0,0,CS_NONE
499,101120,68346,3992,0,0,TT_NONE,0,212,0,0,CS_NONE
500,101128,68354,4000,0,0,TT_NONE,0,212,0,0,CS_NONE
501,101136,68362,4008,0,0,TT_NONE,0,212,0,0,CS_NONE
502,101144,68370,4016,0,0,TT_NONE,0,212,0,0,CS_NONE
503,101152,68378,4024,0,0,TT_NONE,0,212,0,0,CS_NONE
504,101160,68386,4032,0,0,TT_NONE,0,212,0,0,CS_NONE
505,101168,68394,4040,0,0,TT_NONE,0,212,0,0,CS_NONE
506,101176,68402,4048,0,0,TT_NONE,0,212,0,0,CS_NONE
507,101184,68410,4056,0,0,TT_NONE,0,212,0,0,CS_NONE
508,101192,68418,4064,0,0,TT_NONE,0,212,0,0,CS_NONE
509,101200,68426,4072,0,0,TT_NONE,0,212,0,0,CS_NONE
510,101208,68434,4080,0,0,TT_NONE,0,212,0,0,CS_NONE
511,101216,68442,4088,0,0,TT_NONE,0,212,0,0,CS_NONE
512,101224,68450,4096,0,0,TT_NONE,0,212,0,0,CS_NONE
513,101232,68458,4104,0,0,TT_NONE,0,212,0,0,CS_NONE
514,101240,68466,4112,0,0,TT_NONE,0,212,0,0,CS_NONE
515,101248,68474,4120,0,0,TT_NONE,0,212,0,0,CS_NONE
516,101256,68482,4128,0,0,TT_NONE,0,212,0,0,CS_NONE
517,101264,68490,4136,0,0,TT_NONE,0,212,0,0,CS_NONE
518,101272,68498,4144,0,0,TT_NONE,0,212,0,0,CS_NONE
519,101280,68506,4152,0,0,TT_NONE,0,212,0,0,CS_NONE
520,101288,68514,4160,0,0,TT_NONE,0,212,0,0,CS_NONE
521,101296,68522,4168,0,0,TT_NONE,0,212,0,0,CS_NONE
522,101304,68530,4176,0,0,TT_NONE,0,212,0,0,CS_NONE
523,101312,68538,4184,0,0,TT_NONE,0,212,0,0,CS_NONE
524,101320,68546,4192,0,0,TT_NONE,0,212,0,0,CS_NONE
525,101328,68554,4200,0,0,TT_NONE,0,212,0,0,CS_NONE
526,101336,68562,4208,0,0,TT_NONE,0,212,0,0,CS_NONE
527,101344,68570,4216,0,0,TT_NONE,0,212,0,0,CS_NONE
528,101352,68578,4224,0,0,TT_NONE,0,212,0,0,CS_NONE
529,101360,68586,4232,0,0,TT_NONE,0,212,0,0,CS_NONE
530,101368,68594,4240,0,0,TT_NONE,0,212,0,0,CS_NONE
531,101376,68602,4248,0,0,TT_NONE,0,212,0,0,CS_NONE
532,101384,68610,4256,0,0,TT_NONE,0,212,0,0,CS_NONE
533,101392,68618,4264,0,0,TT_NONE,0,212,0,0,CS_NONE
534,101400,68626,4272,0,0,TT_NONE,0,212,0,0,CS_NONE
535,101408,68634,4280,0,0,TT_NONE,0,212,0,0,CS_NONE
536,101416,68642,4288,0,0,TT_NONE,0,212,0,0,CS_NONE
537,101424,68650,4296,0,0,TT_NONE,0,212,0,0,CS_NONE
538,101432,68658,4304,0,0,TT_NONE,0,212,0,0,CS_NONE
539,101440,68666,4312,0,0,TT_NONE,0,212,0,0,CS_NONE
540,101448,68674,4320,0,0,TT_NONE,0,212,0,0,CS_NONE
541,101456,68682,4328,0,0,TT_NONE,0,212,0,0,CS_NONE
542,101464,68690,4336,0,0,TT_NONE,0,212,0,0,CS_NONE
543,101472,68698,4344,0,0,TT_NONE,0,212,0,0,CS_NONE
544,101480,68706,4352,0,0,TT_NONE,0,212,0,0,CS_NONE
545,101488,68714,4360,0,0,TT_NONE,0,212,0,0,CS_NONE
546,101496,68722,4368,0,0,TT_NONE,0,212,0,0,CS_NONE
547,101504,68730,4376,0,0,TT_NONE,0,212,0,0,CS_NONE
548,101512,68738,4384,0,0,TT_NONE,0,212,0,0,CS_NONE
549,101520,68746,4392,0,0,TT_NONE,0,212,0,0,CS_NONE
550,101528,68754,4400,0,0,TT_NONE,0,212,0,0,CS_NONE
551,101536,68762,4408,0,0,TT_NONE,0,212,0,0,CS_NONE
552,101544,68770,4416,0,0,TT_NONE,0,212,0,0,CS_NONE
553,101552,68778,4424,0,0,TT_NONE,0,212,0,0,CS_NONE
554,101560,68786,4432,0,0,TT_NONE,0,212,0,0,CS_NONE
555,101568,68794,4440,0,0,TT_NONE,0,212,0,0,CS_NONE
556,101576,68802,4448,0,0,TT_NONE,0,212,0,0,CS_NONE
557,101584,68810,4456,0,0,TT_NONE,0,212,0,0,CS_NONE
558,101592,68818,4464,0,0,TT_NONE,0,212,0,0,CS_NONE
559,101600,68826,4472,0,0,TT_NONE,0,212,0,0,CS_NONE
560,101608,68834,4480,0,0,TT_NONE,0,212,0,0,CS_NONE
561,101616,68842,4488,0,0,TT_NONE,0,212,0,0,CS_NONE
562,101624,68850,4496,0,0,TT_NONE,0,212,0,0,CS_NONE
563,101632,68858,4504,0,0,TT_NONE,0,212,0,0,CS_NONE
564,101640,68866,4512,0,0,TT_NONE,0,212,0,0,CS_NONE
565,101648,68874,4520,0,0,TT_NONE,0,212,0,0,CS_NONE
566,101656,68882,4528,0,0,TT_NONE,0,212,0,0,CS_NONE
567,101664,68890,4536,0,0,TT_NONE,0,212,0,0,CS_NONE
568,101672,68898,4544,0,0,TT_NONE,0,212,0,0,CS_NONE
569,101680,68906,4552,0,0,TT_NONE,0,212,0,0,CS_NONE
570,101688,68914,4560,0,0,TT_NONE,0,212,0,0,CS_NONE
571,101696,68922,4568,0,0,TT_NONE,0,212,0,0,CS_NONE
572,101704,68930,4576,0,0,TT_NONE,0,212,0,0,CS_NONE
573,101712,68938,4584,0,0,TT_NONE,0,212,0,0,CS_NONE
574,101720,68946,4592,0,0,TT_NONE,0,212,0,0,CS_NONE
575,101728,68954,4600,0,0,TT_NONE,0,212,0,0,CS_NONE
576,101736,68962,4608,0,0,TT_NONE,0,212,0,0,CS_NONE
577,101744,68970,4616,0,0,TT_NONE,0,212,0,0,CS_NONE
578,101752,68978,4624,0,0,TT_NONE,0,212,0,0,CS_NONE
579,101760,68986,4632,0,0,TT_NONE,0,212,0,0,CS_NONE
580,101768,68994,4640,0,0,TT_NONE,0,212,0,0,CS_NONE
581,101776,69002,4648,0,0,TT_NONE,0,212,0,0,CS_NONE
582,101784,69010,4656,0,0,TT_NONE,0,212,0,0,CS_NONE
583,101792,69018,4664,0,0,TT_NONE,0,212,0,0,CS_NONE
584,101800,69026,4672,0,0,TT_NONE,0,212,0,0,CS_NONE
585,101808,69034,4680,0,0,TT_NONE,0,212,0,0,CS_NONE
586,101816,69042,4688,0,0,TT_NONE,0,212,0,0,CS_NONE
587,101824,69050,4696,0,0,TT_NONE,0,212,0,0,CS_NONE
588,101832,69058,4704,0,0,TT_NONE,0,212,0,0,CS_NONE
589,101840,69066,4712,0,0,TT_NONE,0,212,0,0,CS_NONE
590,101848,69074,4720,0,0,TT_NONE,0,212,0,0,CS_NONE
591,101856,69082,4728,0,0,TT_NONE,0,212,0,0,CS_NONE
592,101864,69090,4736,0,0,TT_NONE,0,212,0,0,CS_NONE
593,101872,69098,4744,0,0,TT_NONE,0,212,0,0,CS_NONE
594,101880,69106,4752,0,0,TT_NONE,0,212,0,0,CS_NONE
595,101888,69114,4760,0,0,TT_NONE,0,212,0,0,CS_NONE
596,101896,69122,4768,0,0,TT_NONE,0,212,0,0,CS_NONE
597,101904,69130,4776,0,0,TT_NONE,0,212,0,0,CS_NONE
598,101912,69138,4784,0,0,TT_NONE,0,212,0,0,CS_NONE
599,101920,69146,4792,0,0,TT_NONE,0,212,0,0,CS_NONE
600,101928,69154,4800,0,0,TT_NONE,0,212,0,0,CS_NONE
601,101936,69162,4808,0,0,TT_NONE,0,212,0,0,CS_NONE
602,101944,69170,4816,0,0,TT_NONE,0,212,0,0,CS_NONE
603,101952,69178,4824,0,0,TT_NONE,0,212,0,0,CS_NONE
604,101960,69186,4832,0,0,TT_NONE,0,212,0,0,CS_NONE
605,101968,69194,4840,0,0,TT_NONE,0,212,0,0,CS_NONE
606,101976,69202,4848,0,0,TT_NONE,0,212,0,0,CS_NONE
607,101984,69210,4856,0,0,TT_NONE,0,212,0,0,CS_NONE
608,101992,69218,4864,0,0,TT_NONE,0,212,0,0,CS_NONE
609,102000,69226,4872,0,0,TT_NONE,0,212,0,0,CS_NONE
610,102008,69234,4880,0,0,TT_NONE,0,212,0,0,CS_NONE
611,102016,69242,4888,0,0,TT_NONE,0,212,0,0,CS_NONE
612,102024,69250,4896,0,0,TT_NONE,0,212,0,0,CS_NONE
613,102032,69258,4904,0,0,TT_NONE,0,212,0,0,CS_NONE
614,102040,69266,4912,0,0,TT_NONE,0,212,0,0,CS_NONE
615,102048,69274,4920,0,0,TT_NONE,0,212,0,0,CS_NONE
616,102056,69282,4928,0,0,TT_NONE,0,212,0,0,CS_NONE
617,102064,69290,4936,0,0,TT_NONE,0,212,0,0,CS_NONE
618,102072,69298,4944,0,0,TT_NONE,0,212,0,0,CS_NONE
619,102080,69306,4952,0,0,TT_NONE,0,212,0,0,CS_NONE
620,102088,69314,4960,0,0,TT_NONE,0,212,0,0,CS_NONE
621,102096,69322,4968,0,0,TT_NONE,0,212,0,0,CS_NONE
622,102104,69330,4976,0,0,TT_NONE,0,212,0,0,CS_NONE
623,102112,69338,4984,0,0,TT_NONE,0,212,0,0,CS_NONE
624,102120,69346,4992,0,0,TT_NONE,0,212,0,0,CS_NONE
625,102128,69354,5000,0,0,TT_NONE,0,212,0,0,CS_NONE
626,102136,69362,5008,0,0,TT_NONE,0,212,0,0,CS_NONE
627,102144,69370,5016,0,0,TT_NONE,0,212,0,0,CS_NONE
628,102152,69378,5024,0,0,TT_NONE,0,212,0,0,CS_NONE
629,102160,69386,5032,0,0,TT_NONE,0,212,0,0,CS_NONE
630,102168,69394,5040,0,0,TT_NONE,0,212,0,0,CS_NONE
631,102176,69402,5048,0,0,TT_NONE,0,212,0,0,CS_NONE
632,102184,69410,5056,0,0,TT_NONE,0,212,0,0,CS_NONE
633,102192,69418,5064,0,0,TT_NONE,0,212,0,0,CS_NONE
634,102200,69426,5072,0,0,TT_NONE,0,212,0,0,CS_NONE
635,102208,69434,5080,0,0,TT_NONE,0,212,0,0,CS_NONE
636,102216,69442,5088,0,0,TT_NONE,0,212,0,0,CS_NONE
637,102224,69450,5096,0,0,TT_NONE,0,212,0,0,CS_NONE
638,102232,69458,5104,0,0,TT_NONE,0,212,0,0,CS_NONE
639,102240,69466,5112,0,0,TT_NONE,0,212,0,0,CS_NONE
640,102248,69474,5120,0,0,TT_NONE,0,212,0,0,CS_NONE
641,102256,69482,5128,0,0,TT_NONE,0,212,0,0,CS_NONE
642,102264,69490,5136,0,0,TT_NONE,0,212,0,0,CS_NONE
643,102272,69498,5144,0,0,TT_NONE,0,212,0,0,CS_NONE
644,102280,69506,5152,0,0,TT_NONE,0,212,0,0,CS_NONE
645,102288,69514,5160,0,0,TT_NONE,0,212,0,0,CS_NONE
646,102296,69522,5168,0,0,TT_NONE,0,212,0,0,CS_NONE
647,102304,69530,5176,0,0,TT_NONE,0,212,0,0,CS_NONE
648,102312,69538,5184,0,0,TT_NONE,0,212,0,0,CS_NONE
649,102320,69546,5192,0,0,TT_NONE,0,212,0,0,CS_NONE
650,102328,69554,5200,0,0,TT_NONE,0,212,0,0,CS_NONE
651,102336,69562,5208,0,0,TT_NONE,0,212,0,0,CS_NONE
652,102344,69570,5216,0,0,TT_NONE,0,212,0,0,CS_NONE
653,102352,69578,5224,0,0,TT_NONE,0,212,0,0,CS_NONE
654,102360,69586,5232,0,0,TT_NONE,0,212,0,0,CS_NONE
655,102368,69594,5240,0,0,TT_NONE,0,212,0,0,CS_NONE
656,102376,69602,5248,0,0,TT_NONE,0,212,0,0,CS_NONE
657,102384,69610,5256,0,0,TT_NONE,0,212,0,0,CS_NONE
658,102392,69618,5264,0,0,TT_NONE,0,212,0,0,CS_NONE
659,102400,69626,5272,0,0,TT_NONE,0,212,0,0,CS_NONE
660,102408,69634,5280,0,0,TT_NONE,0,212,0,0,CS_NONE
661,102416,69642,5288,0,0,TT_NONE,0,212,0,0,CS_NONE
662,102424,69650,5296,0,0,TT_NONE,0,212,0,0,CS_NONE
663,102432,69658,5304,0,0,TT_NONE,0,212,0,0,CS_NONE
664,102440,69666,5312,0,0,TT_NONE,0,212,0,0,CS_NONE
665,102448,69674,5320,0,0,TT_NONE,0,212,0,0,CS_NONE
666,102456,69682,5328,0,0,TT_NONE,0,212,0,0,CS_NONE
667,102464,69690,5336,0,0,TT_NONE,0,212,0,0,CS_NONE
668,102472,69698,5344,0,0,TT_NONE,0,212,0,0,CS_NONE
669,102480,69706,5352,0,0,TT_NONE,0,212,0,0,CS_NONE
670,102488,69714,5360,0,0,TT_NONE,0,212,0,0,CS_NONE
671,102496,69722,5368,0,0,TT_NONE,0,212,0,0,CS_NONE
672,102504,69730,5376,0,0,TT_NONE,0,212,0,0,CS_NONE
673,102512,69738,5384,0,0,TT_NONE,0,212,0,0,CS_NONE
674,102520,69746,5392,0,0,TT_NONE,0,212,0,0,CS_NONE
675,102528,69754,5400,0,0,TT_NONE,0,212,0,0,CS_NONE
676,102536,69762,5408,0,0,TT_NONE,0,212,0,0,CS_NONE
677,102544,69770,5416,0,0,TT_NONE,0,212,0,0,CS_NONE
678,102552,69778,5424,0,0,TT_NONE,0,212,0,0,CS_NONE
679,102560,69786,5432,0,0,TT_NONE,0,212,0,0,CS_NONE
680,102568,69794,5440,0,0,TT_NONE,0,212,0,0,CS_NONE
681,102576,69802,5448,0,0,TT_NONE,0,212,0,0,CS_NONE
682,102584,69810,5456,0,0,TT_NONE,0,212,0,0,CS_NONE
683,102592,69818,5464,0,0,TT_NONE,0,212,0,0,CS_NONE
684,102600,69826,5472,0,0,TT_NONE,0,212,0,0,CS_NONE
685,102608,69834,5480,0,0,TT_NONE,0,212,0,0,CS_NONE
686,102616,69842,5488,0,0,TT_NONE,0,212,0,0,CS_NONE
687,102624,69850,5496,0,0,TT_NONE,0,212,0,0,CS_NONE
688,102632,69858,5504,0,0,TT_NONE,0,212,0,0,CS_NONE
689,102640,69866,5512,0,0,TT_NONE,0,212,0,0,CS_NONE
690,102648,69874,5520,0,0,TT_NONE,0,212,0,0,CS_NONE
691,102656,69882,5528,0,0,TT_NONE,0,212,0,0,CS_NONE
692,102664,69890,5536,0,0,TT_NONE,0,212,0,0,CS_NONE
693,102672,69898,5544,0,0,TT_NONE,0,212,0,0,CS_NONE
694,102680,69906,5552,0,0,TT_NONE,0,212,0,0,CS_NONE
695,102688,69914,5560,0,0,TT_NONE,0,212,0,0,CS_NONE
696,102696,69922,5568,0,0,TT_NONE,0,212,0,0,CS_NONE
697,102704,69930,5576,0,0,TT_NONE,0,212,0,0,CS_NONE
698,102712,69938,5584,0,0,TT_NONE,0,212,0,0,CS_NONE
699,102720,69946,5592,0,0,TT_NONE,0,212,0,0,CS_NONE
700,102728,69954,5600,0,0,TT_NONE,0,212,0,0,CS_NONE
701,102736,69962,5608,0,0,TT_NONE,0,212,0,0,CS_NONE
702,102744,69970,5616,0,0,TT_NONE,0,212,0,0,CS_NONE
703,102752,69978,5624,0,0,TT_NONE,0,212,0,0,CS_NONE
704,102760,69986,5632,0,0,TT_NONE,0,212,0,0,CS_NONE
705,102768,69994,5640,0,0,TT_NONE,0,212,0,0,CS_NONE
706,102776,70002,5648,0,0,TT_NONE,0,212,0,0,CS_NONE
707,102784,70010,5656,0,0,TT_NONE,0,212,0,0,CS_NONE
708,102792,70018,5664,0,0,TT_NONE,0,212,0,0,CS_NONE
709,102800,70026,5672,0,0,TT_NONE,0,212,0,0,CS_NONE
710,102808,70034,5680,0,0,TT_NONE,0,212,0,0,CS_NONE
711,102816,70042,5688,0,0,TT_NONE,0,212,0,0,CS_NONE
712,102824,70050,5696,0,0,TT_NONE,0,212,0,0,CS_NONE
713,102832,70058,5704,0,0,TT_NONE,0,212,0,0,CS_NONE
714,102840,70066,5712,0,0,TT_NONE,0,212,0,0,CS_NONE
715,102848,70074,5720,0,0,TT_NONE,0,212,0,0,CS_NONE
716,102856,70082,5728,0,0,TT_NONE,0,212,0,0,CS_NONE
717,102864,70090,5736,0,0,TT_NONE,0,212,0,0,CS_NONE
718,102872,70098,5744,0,0,TT_NONE,0,212,0,0,CS_NONE
719,102880,70106,5752,0,0,TT_NONE,0,212,0,0,CS_NONE
720,102888,70114,5760,0,0,TT_NONE,0,212,0,0,CS_NONE
721,102896,70122,5768,0,0,TT_NONE,0,212,0,0,CS_NONE
722,102904,70130,5776,0,0,TT_NONE,0,212,0,0,CS_NONE
723,102912,70138,5784,0,0,TT_NONE,0,212,0,0,CS_NONE
724,102920,70146,5792,0,0,TT_NONE,0,212,0,0,CS_NONE
725,102928,70154,5800,0,0,TT_NONE,0,212,0,0,CS_NONE
726,102936,70162,5808,0,0,TT_NONE,0,212,0,0,CS_NONE
727,102944,70170,5816,0,0,TT_NONE,0,212,0,0,CS_NONE
728,102952,70178,5824,0,0,TT_NONE,0,212,0,0,CS_NONE
729,102960,70186,5832,0,0,TT_NONE,0,212,0,0,CS_NONE
730,102968,70194,5840,0,0,TT_NONE,0,212,0,0,CS_NONE
731,102976,70202,5848,0,0,TT_NONE,0,212,0,0,CS_NONE
732,102984,70210,5856,0,0,TT_NONE,0,212,0,0,CS_NONE
733,102992,70218,5864,0,0,TT_NONE,0,212,0,0,CS_NONE
734,103000,70226,5872,0,0,TT_NONE,0,212,0,0,CS_NONE
735,103008,70234,5880,0,0,TT_NONE,0,212,0,0,CS_NONE
736,103016,70242,5888,0,0,TT_NONE,0,212,0,0,CS_NONE
737,103024,70250,5896,0,0,TT_NONE,0,212,0,0,CS_NONE
738,103032,70258,5904,0,0,TT_NONE,0,212,0,0,CS_NONE
739,103040,70266,5912,0,0,TT_NONE,0,212,0,0,CS_NONE
740,103048,70274,5920,0,0,TT_NONE,0,212,0,0,CS_NONE
741,103056,70282,5928,0,0,TT_NONE,0,212,0,0,CS_NONE
742,103064,70290,5936,0,0,TT_NONE,0,212,0,0,CS_NONE
743,103072,70298,5944,0,0,TT_NONE,0,212,0,0,CS_NONE
744,103080,70306,5952,0,0,TT_NONE,0,212,0,0,CS_NONE
745,103088,70314,5960,0,0,TT_NONE,0,212,0,0,CS_NONE
